1;WOJEWÓDZTWO;TYP;NAZWA URZĘDU;KOD;MIASTO;ULICA;NR BUDYNKU / LOKALU;adres;POCZTA;NR TELEFONU   wraz z nr kierunkowym  ;NR FAXU;ADRES E-MAIL URZĘDU;kod jednostki;ADRESY STRON BIP JEDNOSTEK KAS
581;wielkopolskie;UCS;Wielkopolski Urząd Celno-Skarbowy w Poznaniu;61-037;Poznań;Krańcowa ;28;61-037 Poznań, Krańcowa  28;Poznań;61 658 35 00                           ;61 658 35 18            ;ucs398000@wp.mofnet.gov.pl;398000;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
582;wielkopolskie;DUCS;Delegatura UCS w Poznaniu;61-055;Poznań;Warszawska ;183/185;61-055 Poznań, Warszawska  183/185;Poznań;61 840 43 48                                                                    ;61 840 43 21                                                                    ;ucs391000@wp.mofnet.gov.pl;391000;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
583;wielkopolskie;OC;Oddział Celny w Poznaniu;60-449;Poznań;Wichrowa ;4;60-449 Poznań, Wichrowa  4;Poznań;61 848 80 71 do 73                                                            ;61 848 80 12                                                                   ;ocpoznan@poz.mofnet.gov.pl;391010;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
584;wielkopolskie;OC;Oddział Celny „MTP” w Poznaniu;60-702;Poznań;Głogowska ;14;60-702 Poznań, Głogowska  14;Poznań;61 866 67 37, 61 869 72 60                                              ;61 866 67 10           61 866 64 26                                       ;ocmtp@poz.mofnet.gov.pl;391020;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
585;wielkopolskie;OC;Oddział Celny Port Lotniczy Poznań-Ławica;60-189;Poznań;Bukowska ;285;60-189 Poznań, Bukowska  285;Poznań;61 862 38 00                                                                    ;61 862 38 20                                                                    ;oclawica@poz.mofnet.gov.pl;391030;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
586;wielkopolskie;OC;Oddział Celny w Gądkach;62-023;Gądki;Poznańska ;71;62-023 Gądki, Poznańska  71;Gądki;61 817 11 55                                                                    ;61 817 05 82                                                                    ;ocgadki@poz.mofnet.gov.pl;391040;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
587;wielkopolskie;DUCS;Delegatura UCS w Pile;64-920;Piła;Przemysłowa ;23;64-920 Piła, Przemysłowa  23;Piła;67 211 90 10;67 214 02 68                                                                    ;ucs392000@wp.mofnet.gov.pl;392000;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
588;wielkopolskie;OC;Oddział Celny w Pile;64-920;Piła;Przemysłowa ;23;64-920 Piła, Przemysłowa  23;Piła;67 211 90 19;67 212 31 41                                                                    ;ocpila@poz.mofnet.gov.pl;392010;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
589;wielkopolskie;DUCS;Delegatura UCS w Lesznie;64-100;Leszno;Dekana ;3;64-100 Leszno, Dekana  3;Leszno;65 525 89 70, 71;65 526 97 14                                                                    ;ucs393000@wp.mofnet.gov.pl;393000;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
590;wielkopolskie;OC;Oddział Celny w Lesznie;64-100;Leszno;Dekana ;3B;64-100 Leszno, Dekana  3B;Leszno;65 525 89 93;65 526 97 13                                                                    ;ocleszno@poz.mofnet.gov.pl;393010;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
591;wielkopolskie;OC;Oddział Celny w Nowym Tomyślu;64-300;Nowy Tomyśl;Celna ;1;64-300 Nowy Tomyśl, Celna  1;Nowy Tomyśl;61 442 30 21;61 442 30 62                                                                    ;ocnowytomysl@poz.mofnet.gov.pl;393020;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
592;wielkopolskie;DUCS;Delegatura UCS w Kaliszu;62-800;Kalisz;Fabryczna ;1A;62-800 Kalisz, Fabryczna  1A;Kalisz;62 768 20 63;62 768 20 95                                                                    ;ucs394000@wp.mofnet.gov.pl;394000;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
593;wielkopolskie;OC;Oddział Celny w Kaliszu;62-800;Kalisz;Powstańców Wlkp. ;1-3;62-800 Kalisz, Powstańców Wlkp.  1-3;Kalisz;62 765 46 05                                                                    ;62 765 46 42                                                                    ;ockalisz@poz.mofnet.gov.pl;394010;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
594;wielkopolskie;OC;Oddział Celny w Koninie;62-511;Modła Królewska;Skandynawska ;5;62-511 Modła Królewska, Skandynawska  5;Modła Królewska;63 246 61 00                                                       ;63 246 61 31                                                                    ;ockonin@poz.mofnet.gov.pl;394020;www.wielkopolskie.kas.gov.pl/wielkopolski-urząd-celno-skarbowy-w-poznaniu
595;wielkopolskie;KIS;Delegatura Krajowej Informacji Skarbowej w Lesznie;64-100;Leszno;Dekana;6;64-100 Leszno, Dekana 6;Leszno;(65) 619-89-00;(65) 619-89-04;kis.0112@wp.mofnet.gov.pl;0112;www.kis.gov.pl
596;wielkopolskie;BWIP;Biuro Wymiany Informacji Podatkowych w Koninie;62-510;Konin;Poznańska ;46;62-510 Konin, Poznańska  46;Konin;(63) 2401977;(63) 2401988;sekretariat.bwip@wp.mofnet.gov.pl;3001;www.wielkopolskie.kas.gov.pl
597;zachodniopomorskie;IAS;Izba Administracji Skarbowej w Szczecinie;70-525;Szczecin;Franklina Delano Roosevelta ;1,2;70-525 Szczecin, Franklina Delano Roosevelta  1,2;Szczecin;(91) 480-36-00;(91) 480-36-56;is@zp.mofnet.gov.pl;3201;www.zachodniopomorskie.kas.gov.pl
598;zachodniopomorskie;US;Urząd Skarbowy w Białogardzie;78-200;Białogard;Adama Mickiewicza ;3;78-200 Białogard, Adama Mickiewicza  3;Białogard;(94) 311-04-00      ;(94) 312-48-68;us3202@zp.mofnet.gov.pl;3202;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-bialogardzie
599;zachodniopomorskie;US;Urząd Skarbowy w Choszcznie;73-200;Choszczno;Lipcowa;16;73-200 Choszczno, Lipcowa 16;Choszczno;(95)765-80-51 do 55;(95) 765-27-35;us3203@zp.mofnet.gov.pl ;3203;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-choszcznie
600;zachodniopomorskie;US;Urząd Skarbowy w Drawsku Pomorskim;78-500;Drawsko Pomorskie;Józefa Piłsudskiego ;35-37;78-500 Drawsko Pomorskie, Józefa Piłsudskiego  35-37;Drawsko Pomorskie;(94)363-34-31 do 34   (94) 363-63-00;(94) 363-23-68;us3204@zp.mofnet.gov.pl;3204;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-drawsku-pomorskim
601;zachodniopomorskie;US;Urząd Skarbowy w Goleniowie;72-100;Goleniów;Plac Lotników ;1;72-100 Goleniów, Plac Lotników  1;Goleniów;(91) 432-15-00;(91) 418-25-98;us3205@zp.mofnet.gov.pl;3205;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-goleniowie
602;zachodniopomorskie;US;Urząd Skarbowy w Gryficach;72-300;Gryfice;Niepodległości ;54A;72-300 Gryfice, Niepodległości  54A;Gryfice;(91) 387-84-00;(91) 387-84-02;us3206@zp.mofnet.gov.pl;3206;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-gryficach
603;zachodniopomorskie;US;Urząd Skarbowy w Gryfinie;74-100;Gryfino;Szczecińska ;24;74-100 Gryfino, Szczecińska  24;Gryfino;(91) 416-41-30      (91) 416-46-95;(91) 404-51-58;us3207@zp.mofnet.gov.pl;3207;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-gryfinie
604;zachodniopomorskie;US;Urząd Skarbowy w Kamieniu Pomorskim;72-400;Kamień Pomorski;Mieszka I ;5B;72-400 Kamień Pomorski, Mieszka I  5B;Kamień Pomorski;(91) 382-00-54       (91) 382-25-54;(91) 382-19-46;us3208@zp.mofnet.gov.pl;3208;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-kamieniu-pomorskim
605;zachodniopomorskie;US;Urząd Skarbowy w Kołobrzegu;78-100;Kołobrzeg;Armii Krajowej ;2;78-100 Kołobrzeg, Armii Krajowej  2;Kołobrzeg;(94) 355-19-00;(94) 352-48-38;us3209@zp.mofnet.gov.pl;3209;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-kolobrzegu
606;zachodniopomorskie;US;Pierwszy Urząd Skarbowy w Koszalinie;75-216;Koszalin;Przemysłowa ;3;75-216 Koszalin, Przemysłowa  3;Koszalin;(94) 345-95-00;(94) 346-07-51;us3210@zp.mofnet.gov.pl;3210;www.zachodniopomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-koszalinie
607;zachodniopomorskie;US;Drugi Urząd Skarbowy w Koszalinie;75-549;Koszalin;Stanisława Moniuszki ;15;75-549 Koszalin, Stanisława Moniuszki  15;Koszalin;(94) 347-75-00;(94) 345-24-71;us3211@zp.mofnet.gov.pl;3211;www.zachodniopomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-koszalinie
608;zachodniopomorskie;US;Urząd Skarbowy w Myśliborzu;74-300;Myślibórz;Pileckiego;18;74-300 Myślibórz, Pileckiego 18;Myślibórz;(95) 747-72-20;(95) 747-72-59;us3212@zp.mofnet.gov.pl;3212;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-mysliborzu
609;zachodniopomorskie;US;Urząd Skarbowy w Pyrzycach;74-200;Pyrzyce;1 Maja ;16;74-200 Pyrzyce, 1 Maja  16;Pyrzyce;(91) 578-91-00;(91) 570-27-10;us3213@zp.mofnet.gov.pl;3213;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-pyrzycach
610;zachodniopomorskie;US;Urząd Skarbowy w Stargardzie;73-110;Stargard;Towarowa ;15;73-110 Stargard, Towarowa  15;Stargard;(91) 576-32-00;(91) 576-32-01;us3214@zp.mofnet.gov.pl;3214;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-stargardzie
611;zachodniopomorskie;US;Pierwszy Urząd Skarbowy w Szczecinie;70-217;Szczecin;Michała Drzymały ;5;70-217 Szczecin, Michała Drzymały  5;Szczecin;(91) 813-05-00;(91) 813-72-70;us3215@zp.mofnet.gov.pl;3215;www.zachodniopomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-szczecinie
612;zachodniopomorskie;US;Drugi Urząd Skarbowy w Szczecinie;71-417;Szczecin;Wacława Felczaka;19;71-417 Szczecin, Wacława Felczaka 19;Szczecin;(91) 882-31-00;(91) 882-31-15;us3216@zp.mofnet.gov.pl;3216;www.zachodniopomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-szczecinie
613;zachodniopomorskie;US;Trzeci Urząd Skarbowy w Szczecinie;70-783;Szczecin;Lucjana Rydla ;65;70-783 Szczecin, Lucjana Rydla  65;Szczecin;(91) 810-34-00;(91) 810-34-36;us3217@zp.mofnet.gov.pl;3217;www.zachodniopomorskie.kas.gov.pl/trzeci-urzad-skarbowy-w-szczecinie
614;zachodniopomorskie;US;Urząd Skarbowy w Szczecinku;78-400;Szczecinek;Adama Mickiewicza ;13-14;78-400 Szczecinek, Adama Mickiewicza  13-14;Szczecinek;(94) 37-14-600;(94) 37-14-681;us3218@zp.mofnet.gov.pl;3218;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-szczecinku
615;zachodniopomorskie;US;Urząd Skarbowy w Świnoujściu;72-600;Świnoujście;Kazimierza Pułaskiego ;7;72-600 Świnoujście, Kazimierza Pułaskiego  7;Świnoujście;(91) 322-02-00;(91) 321-54-17;us3219@zp.mofnet.gov.pl;3219;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-swinoujsciu
616;zachodniopomorskie;US;Urząd Skarbowy w Wałczu;78-600;Wałcz;Tadeusza Kościuszki ;4;78-600 Wałcz, Tadeusza Kościuszki  4;Wałcz;(67) 258-00-72 do 74;(67) 258-36-18;us3220@zp.mofnet.gov.pl;3220;www.zachodniopomorskie.kas.gov.pl/urzad-skarbowy-w-walczu
617;zachodniopomorskie;WUS;Zachodniopomorski Urząd Skarbowy w Szczecinie;71-011;Szczecin;Mieszka I ;33;71-011 Szczecin, Mieszka I  33;Szczecin;(91) 810-96-01;(91) 810-96-04 lub (91) 810-96-08;zachus.podatnicy@zp.mofnet.gov.pl;3271;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-skarbowy-w-szczecinie
618;zachodniopomorskie;UCS;Zachodniopomorski Urząd Celno-Skarbowy w Szczecinie;70-515;Szczecin;Małopolska ;44;70-515 Szczecin, Małopolska  44;Szczecin;91 431 91 00;91 433-46-50;ucs@szc.mofnet.gov.pl ;428000;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
619;zachodniopomorskie;DUCS;Delegatura UCS w Szczecinie;70-515;Szczecin;Małopolska;44;70-515 Szczecin, Małopolska 44;Szczecin;91 431 91 30, 91 431 91 40;91 433 46 50;ucsd.szczecin@szc.mofnet.gov.pl ;421000;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
620;zachodniopomorskie;OC;Oddział Celny w Szczecinie;70-515;Szczecin;Małopolska;44;70-515 Szczecin, Małopolska 44;Szczecin;"91 431 91 35; 91 431 91 36";-;oc.szczecin@szc.mofnet.gov.pl;421010;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
621;zachodniopomorskie;OC;Oddział Celny „Nabrzeże Łasztownia” w Szczecinie;70-603;Szczecin;Bytomska ;9;70-603 Szczecin, Bytomska  9;Szczecin;73 598 20 67;91 430 87 13;oc.lasztownia@szc.mofnet.gov.pl;421030;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
622;zachodniopomorskie;OC;Oddział Celny Port Lotniczy Szczecin-Goleniów;72-100;Goleniów;Glewice ;1A;72-100 Goleniów, Glewice  1A;Glewice;91 481 75 25;91 407 17 62;oc.goleniow@szc.mofnet.gov.pl;421050;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
623;zachodniopomorskie;OC;Oddział Celny w Stargardzie;73-110;Stargard;Towarowa;15;73-110 Stargard, Towarowa 15;Stargard;91 577 27 10;91 577 79 49;oc.stargard@szc.mofnet.gov.pl;421060;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
624;zachodniopomorskie;OC;Oddział Celny w Świnoujściu ;72-602;Świnoujście;Dworcowa ;1;72-602 Świnoujście, Dworcowa  1;Świnoujście;66 059 98 85;91 327 72 14;oc.swinoujscie@szc.mofnet.gov.pl;421080;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
625;zachodniopomorskie;DUCS;Delegatura UCS w Koszalinie;75-620;Koszalin;Racławicka;3 - 5;75-620 Koszalin, Racławicka 3 - 5;Koszalin;94 317 01 00;94 317-01-80;ucsd.koszalin@szc.mofnet.gov.pl ;422000;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
626;zachodniopomorskie;OC;Oddział Celny w Koszalinie;75-216;Koszalin;Przemysłowa ;3;75-216 Koszalin, Przemysłowa  3;Koszalin;94 341 61 03;94 341 60 87;oc.koszalin@szc.mofnet.gov.pl;422010;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
627;zachodniopomorskie;OC;Oddział Celny w Kołobrzegu;78-100;Kołobrzeg;Portowa ;41;78-100 Kołobrzeg, Portowa  41;Kołobrzeg;94 352 57 87;94 352 51 09;oc.kolobrzeg@szc.mofnet.gov.pl;422020;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
628;zachodniopomorskie;OC;Oddział Celny w Szczecinku;78-400;Szczecinek;Cieślaka ;4;78-400 Szczecinek, Cieślaka  4;Szczecinek;94 710 38 37;94 372 11 68;oc.szczecinek@szc.mofnet.gov.pl;422030;www.zachodniopomorskie.kas.gov.pl/zachodniopomorski-urzad-celno-skarbowy-w-szczecinie
